client_id,mobile_no,teamrank,team,bib,name,distance,gender,chiptime,starttime,split1distance,split1,split2distance,split2,split3distance,split3,split4distance,split4
171,9000000171,260,Team Endurance,171,Divya Reddy,Half Marathon,F,03:03:04,06:00:00,5,00:42:39,10,01:30:59,15,02:09:56,21.1,03:03:04
172,9000000172,199,Team Endurance,172,Arun Kumar,Half Marathon,F,02:43:18,06:00:00,5,00:41:41,10,01:14:45,15,01:57:12,21.1,02:43:18
173,9000000173,154,Team Stride,173,Kumar Ramasamy,10K,F,01:03:12,06:00:00,2.5,00:14:05,5,00:30:00,7.5,00:47:11,10,01:03:12
174,9000000174,287,Team Sprint,174,Meena Sundaram,5K,F,00:46:14,06:00:00,1.25,00:11:20,2.5,00:23:24,3.75,00:34:26,5,00:46:14
175,9000000175,242,Team Endurance,175,Karthik Pandian,Half Marathon,M,02:57:30,06:00:00,5,00:40:34,10,01:24:25,15,02:03:45,21.1,02:57:30
176,9000000176,124,Team Endurance,176,Lakshmi Subramanian,Half Marathon,M,02:16:26,06:00:00,5,00:30:37,10,01:06:01,15,01:36:49,21.1,02:16:26
177,9000000177,40,Team Sprint,177,Malathi Sundaram,5K,M,00:23:48,06:00:00,1.25,00:05:59,2.5,00:11:37,3.75,00:17:27,5,00:23:48
178,9000000178,113,Team Endurance,178,Indira Iyengar,Half Marathon,F,02:10:04,06:00:00,5,00:33:44,10,00:58:53,15,01:29:46,21.1,02:10:04
179,9000000179,165,Team Sprint,179,Mythili Sundaram,5K,M,00:34:50,06:00:00,1.25,00:09:38,2.5,00:17:58,3.75,00:26:40,5,00:34:50
180,9000000180,86,Team Stride,180,Meena Kumar,10K,F,00:55:47,06:00:00,2.5,00:13:14,5,00:26:37,7.5,00:41:49,10,00:55:47
181,9000000181,168,Team Endurance,181,Vijay Kumar,Half Marathon,M,02:31:56,06:00:00,5,00:36:02,10,01:09:21,15,01:47:21,21.1,02:31:56
182,9000000182,3,Team Sprint,182,Thenmozhi Pandian,5K,M,00:20:06,06:00:00,1.25,00:04:41,2.5,00:10:07,3.75,00:15:16,5,00:20:06
183,9000000183,280,Team Endurance,183,Nithya Nair,Half Marathon,M,03:08:35,06:00:00,5,00:44:09,10,01:28:36,15,02:15:14,21.1,03:08:35
184,9000000184,337,Team Endurance,184,Indira Sundaram,Half Marathon,F,03:29:34,06:00:00,5,00:49:45,10,01:39:07,15,02:23:19,21.1,03:29:34
185,9000000185,151,Team Stride,185,Siva Natarajan,10K,F,01:02:58,06:00:00,2.5,00:15:02,5,00:31:12,7.5,00:46:51,10,01:02:58
186,9000000186,261,Team Stride,186,Thenmozhi Kumar,10K,F,01:19:10,06:00:00,2.5,00:20:27,5,00:38:35,7.5,00:58:55,10,01:19:10
187,9000000187,98,Team Stride,187,Anitha Annamalai,10K,F,00:57:11,06:00:00,2.5,00:15:53,5,00:27:27,7.5,00:44:25,10,00:57:11
188,9000000188,187,Team Endurance,188,Saravanan Devi,Half Marathon,M,02:39:18,06:00:00,5,00:37:58,10,01:17:10,15,01:51:12,21.1,02:39:18
189,9000000189,38,Team Endurance,189,Vijay Arumugam,Half Marathon,M,01:44:31,06:00:00,5,00:24:49,10,00:47:35,15,01:13:20,21.1,01:44:31
190,9000000190,320,Team Stride,190,Vignesh Murugan,10K,F,01:27:41,06:00:00,2.5,00:21:23,5,00:41:37,7.5,01:07:42,10,01:27:41
191,9000000191,169,Team Stride,191,Divya Reddy,10K,F,01:05:22,06:00:00,2.5,00:17:18,5,00:31:35,7.5,00:50:07,10,01:05:22
192,9000000192,327,Team Endurance,192,Murugan Pandian,Half Marathon,M,03:24:54,06:00:00,5,00:45:42,10,01:38:41,15,02:24:46,21.1,03:24:54
193,9000000193,329,Team Stride,193,Padma Kumar,10K,M,01:28:37,06:00:00,2.5,00:20:31,5,00:45:46,7.5,01:05:40,10,01:28:37
194,9000000194,188,Team Endurance,194,Suganya Subramanian,Half Marathon,M,02:39:18,06:00:00,5,00:41:09,10,01:16:49,15,01:49:30,21.1,02:39:18
195,9000000195,314,Team Stride,195,Revathi Iyengar,10K,M,01:26:34,06:00:00,2.5,00:19:34,5,00:42:00,7.5,01:03:13,10,01:26:34
196,9000000196,68,Team Endurance,196,Lakshmi Ramasamy,Half Marathon,M,01:57:09,06:00:00,5,00:26:29,10,00:57:09,15,01:20:06,21.1,01:57:09
197,9000000197,81,Team Stride,197,Thenmozhi Rajan,10K,F,00:55:26,06:00:00,2.5,00:15:21,5,00:28:08,7.5,00:41:27,10,00:55:26
198,9000000198,198,Team Stride,198,Thenmozhi Reddy,10K,F,01:10:31,06:00:00,2.5,00:17:53,5,00:35:35,7.5,00:53:39,10,01:10:31
199,9000000199,294,Team Endurance,199,Bala Sharma,Half Marathon,F,03:14:06,06:00:00,5,00:49:33,10,01:33:35,15,02:21:33,21.1,03:14:06
200,9000000200,51,Team Sprint,200,Prabu Raj,5K,F,00:25:30,06:00:00,1.25,00:06:06,2.5,00:13:28,3.75,00:18:50,5,00:25:30
201,9000000201,201,Team Endurance,201,Divya Iyer,Half Marathon,F,02:43:38,06:00:00,5,00:38:52,10,01:17:28,15,01:56:26,21.1,02:43:38
202,9000000202,269,Team Stride,202,Geetha Iyengar,10K,M,01:21:12,06:00:00,2.5,00:21:44,5,00:41:02,7.5,01:00:10,10,01:21:12
203,9000000203,1,Team Stride,203,Geetha Murugan,10K,M,00:45:02,06:00:00,2.5,00:10:06,5,00:22:24,7.5,00:32:31,10,00:45:02
204,9000000204,310,Team Stride,204,Meena Sundaram,10K,F,01:25:53,06:00:00,2.5,00:20:47,5,00:41:50,7.5,01:05:09,10,01:25:53
205,9000000205,116,Team Sprint,205,Suresh Sharma,5K,F,00:31:03,06:00:00,1.25,00:08:39,2.5,00:14:45,3.75,00:23:27,5,00:31:03
206,9000000206,256,Team Stride,206,Saranya Subramanian,10K,M,01:18:21,06:00:00,2.5,00:19:02,5,00:39:33,7.5,01:00:53,10,01:18:21
207,9000000207,9,Team Stride,207,Nithya Rajan,10K,F,00:46:19,06:00:00,2.5,00:12:14,5,00:21:52,7.5,00:35:52,10,00:46:19
208,9000000208,42,Team Endurance,208,Vijay Kumar,Half Marathon,M,01:45:16,06:00:00,5,00:25:33,10,00:48:21,15,01:14:45,21.1,01:45:16
209,9000000209,134,Team Sprint,209,Manoj Devi,5K,M,00:32:23,06:00:00,1.25,00:08:05,2.5,00:17:04,3.75,00:24:11,5,00:32:23
210,9000000210,172,Team Stride,210,Anitha Devi,10K,M,01:05:59,06:00:00,2.5,00:17:43,5,00:34:19,7.5,00:51:23,10,01:05:59
211,9000000211,84,Team Endurance,211,Divya Devi,Half Marathon,M,02:02:41,06:00:00,5,00:27:24,10,00:59:10,15,01:23:39,21.1,02:02:41
212,9000000212,19,Team Endurance,212,Thenmozhi Iyengar,Half Marathon,F,01:37:54,06:00:00,5,00:24:18,10,00:48:54,15,01:09:08,21.1,01:37:54
213,9000000213,85,Team Endurance,213,Rekha Nair,Half Marathon,F,02:02:53,06:00:00,5,00:30:01,10,00:57:32,15,01:29:12,21.1,02:02:53
214,9000000214,323,Team Sprint,214,Ashok Ramasamy,5K,M,00:49:58,06:00:00,1.25,00:12:09,2.5,00:25:48,3.75,00:38:00,5,00:49:58
215,9000000215,212,Team Sprint,215,Prakash Reddy,5K,F,00:39:21,06:00:00,1.25,00:08:46,2.5,00:19:59,3.75,00:29:07,5,00:39:21
216,9000000216,26,Team Endurance,216,Prabu Subramanian,Half Marathon,F,01:40:45,06:00:00,5,00:23:29,10,00:48:08,15,01:10:27,21.1,01:40:45
217,9000000217,30,Team Endurance,217,Revathi Iyengar,Half Marathon,M,01:41:41,06:00:00,5,00:23:23,10,00:50:05,15,01:14:02,21.1,01:41:41
218,9000000218,253,Team Stride,218,Kowsalya Arumugam,10K,M,01:18:10,06:00:00,2.5,00:20:01,5,00:37:26,7.5,00:56:39,10,01:18:10
219,9000000219,38,Team Stride,219,Suresh Nair,10K,F,00:49:43,06:00:00,2.5,00:12:55,5,00:26:06,7.5,00:36:43,10,00:49:43
220,9000000220,284,Team Sprint,220,Bala Reddy,5K,M,00:45:57,06:00:00,1.25,00:11:55,2.5,00:23:25,3.75,00:33:26,5,00:45:57
221,9000000221,270,Team Stride,221,Ashok Pandian,10K,F,01:21:21,06:00:00,2.5,00:21:21,5,00:38:38,7.5,01:01:18,10,01:21:21
222,9000000222,66,Team Stride,222,Bala Reddy,10K,M,00:53:35,06:00:00,2.5,00:13:51,5,00:26:14,7.5,00:38:59,10,00:53:35
223,9000000223,70,Team Stride,223,Harish Natarajan,10K,M,00:53:45,06:00:00,2.5,00:14:05,5,00:28:19,7.5,00:41:54,10,00:53:45
224,9000000224,251,Team Endurance,224,Arun Subramanian,Half Marathon,M,03:00:04,06:00:00,5,00:46:11,10,01:21:52,15,02:08:28,21.1,03:00:04
225,9000000225,176,Team Endurance,225,Meena Raj,Half Marathon,M,02:34:53,06:00:00,5,00:37:13,10,01:09:50,15,01:47:42,21.1,02:34:53
226,9000000226,285,Team Stride,226,Deepa Annamalai,10K,M,01:22:31,06:00:00,2.5,00:22:51,5,00:40:28,7.5,01:03:12,10,01:22:31
227,9000000227,93,Team Stride,227,Mythili Krishnan,10K,M,00:56:16,06:00:00,2.5,00:13:01,5,00:29:49,7.5,00:41:02,10,00:56:16
228,9000000228,101,Team Endurance,228,Kavitha Devi,Half Marathon,M,02:06:11,06:00:00,5,00:29:15,10,01:01:45,15,01:29:00,21.1,02:06:11
229,9000000229,197,Team Sprint,229,Padma Reddy,5K,M,00:38:00,06:00:00,1.25,00:09:35,2.5,00:19:32,3.75,00:28:33,5,00:38:00
230,9000000230,322,Team Sprint,230,Kavitha Kumar,5K,M,00:49:46,06:00:00,1.25,00:12:55,2.5,00:26:00,3.75,00:37:40,5,00:49:46
231,9000000231,227,Team Sprint,231,Dinesh Murugan,5K,M,00:40:42,06:00:00,1.25,00:10:24,2.5,00:19:30,3.75,00:29:44,5,00:40:42
232,9000000232,224,Team Stride,232,Sangeetha Rajan,10K,F,01:13:53,06:00:00,2.5,00:19:19,5,00:37:29,7.5,00:57:11,10,01:13:53
233,9000000233,114,Team Stride,233,Manoj Raj,10K,M,00:59:27,06:00:00,2.5,00:15:39,5,00:28:05,7.5,00:44:06,10,00:59:27
234,9000000234,277,Team Stride,234,Prabu Nair,10K,F,01:21:48,06:00:00,2.5,00:21:31,5,00:43:12,7.5,01:01:53,10,01:21:48
235,9000000235,281,Team Sprint,235,Manoj Reddy,5K,F,00:45:46,06:00:00,1.25,00:12:08,2.5,00:23:39,3.75,00:33:35,5,00:45:46
236,9000000236,282,Team Endurance,236,Lakshmi Rajan,Half Marathon,M,03:09:39,06:00:00,5,00:43:32,10,01:34:29,15,02:16:23,21.1,03:09:39
237,9000000237,254,Team Sprint,237,Senthil Nair,5K,F,00:43:32,06:00:00,1.25,00:11:56,2.5,00:20:58,3.75,00:33:06,5,00:43:32
238,9000000238,61,Team Sprint,238,Rajan Subramanian,5K,M,00:26:51,06:00:00,1.25,00:06:49,2.5,00:13:19,3.75,00:20:34,5,00:26:51
239,9000000239,261,Team Sprint,239,Padma Iyer,5K,M,00:44:20,06:00:00,1.25,00:11:49,2.5,00:22:10,3.75,00:33:02,5,00:44:20
240,9000000240,111,Team Sprint,240,Indira Ramasamy,5K,M,00:30:38,06:00:00,1.25,00:07:02,2.5,00:14:45,3.75,00:23:10,5,00:30:38
241,9000000241,148,Team Endurance,241,Lakshmi Iyengar,Half Marathon,F,02:24:28,06:00:00,5,00:36:49,10,01:05:23,15,01:41:42,21.1,02:24:28
242,9000000242,248,Team Sprint,242,Meena Subramanian,5K,F,00:42:55,06:00:00,1.25,00:10:23,2.5,00:22:34,3.75,00:32:43,5,00:42:55
243,9000000243,333,Team Stride,243,Murugan Annamalai,10K,F,01:29:21,06:00:00,2.5,00:22:25,5,00:42:39,7.5,01:04:46,10,01:29:21
244,9000000244,197,Team Stride,244,Prakash Kumar,10K,F,01:10:29,06:00:00,2.5,00:16:11,5,00:35:01,7.5,00:52:55,10,01:10:29
245,9000000245,163,Team Endurance,245,Indira Nair,Half Marathon,M,02:29:48,06:00:00,5,00:37:56,10,01:08:05,15,01:48:41,21.1,02:29:48
246,9000000246,194,Team Sprint,246,Prabu Arumugam,5K,F,00:37:39,06:00:00,1.25,00:10:07,2.5,00:19:41,3.75,00:29:12,5,00:37:39
247,9000000247,169,Team Sprint,247,Saravanan Nair,5K,M,00:35:24,06:00:00,1.25,00:08:40,2.5,00:17:28,3.75,00:26:16,5,00:35:24
248,9000000248,62,Team Stride,248,Kumar Devi,10K,F,00:53:15,06:00:00,2.5,00:12:56,5,00:25:17,7.5,00:39:03,10,00:53:15
249,9000000249,78,Team Sprint,249,Harish Raj,5K,M,00:28:27,06:00:00,1.25,00:06:48,2.5,00:13:32,3.75,00:21:42,5,00:28:27
250,9000000250,125,Team Stride,250,Ramesh Reddy,10K,F,01:00:20,06:00:00,2.5,00:14:29,5,00:28:53,7.5,00:43:34,10,01:00:20
251,9000000251,20,Team Sprint,251,Harish Reddy,5K,M,00:22:11,06:00:00,1.25,00:06:06,2.5,00:11:03,3.75,00:17:04,5,00:22:11
252,9000000252,125,Team Sprint,252,Anitha Iyengar,5K,F,00:31:32,06:00:00,1.25,00:08:22,2.5,00:15:42,3.75,00:23:52,5,00:31:32
253,9000000253,5,Team Sprint,253,Mythili Reddy,5K,F,00:20:43,06:00:00,1.25,00:05:41,2.5,00:09:45,3.75,00:15:11,5,00:20:43
254,9000000254,218,Team Sprint,254,Kumar Sundaram,5K,F,00:40:04,06:00:00,1.25,00:09:10,2.5,00:21:05,3.75,00:30:18,5,00:40:04
255,9000000255,289,Team Stride,255,Deepa Nair,10K,F,01:22:48,06:00:00,2.5,00:20:19,5,00:42:46,7.5,01:00:47,10,01:22:48
256,9000000256,74,Team Sprint,256,Siva Arumugam,5K,F,00:27:51,06:00:00,1.25,00:06:19,2.5,00:13:29,3.75,00:21:07,5,00:27:51
257,9000000257,224,Team Endurance,257,Nithya Reddy,Half Marathon,F,02:50:20,06:00:00,5,00:41:43,10,01:17:11,15,02:02:57,21.1,02:50:20
258,9000000258,121,Team Stride,258,Suganya Selvan,10K,F,01:00:02,06:00:00,2.5,00:15:00,5,00:30:08,7.5,00:45:30,10,01:00:02
259,9000000259,6,Team Stride,259,Mythili Sharma,10K,F,00:45:29,06:00:00,2.5,00:11:34,5,00:23:20,7.5,00:33:32,10,00:45:29
260,9000000260,24,Team Sprint,260,Bala Selvan,5K,F,00:22:25,06:00:00,1.25,00:04:56,2.5,00:11:00,3.75,00:16:54,5,00:22:25
261,9000000261,323,Team Stride,261,Geetha Annamalai,10K,F,01:28:04,06:00:00,2.5,00:20:21,5,00:44:55,7.5,01:06:10,10,01:28:04
262,9000000262,30,Team Stride,262,Suganya Sharma,10K,F,00:49:01,06:00:00,2.5,00:11:50,5,00:25:50,7.5,00:36:53,10,00:49:01
263,9000000263,73,Team Sprint,263,Nithya Selvan,5K,M,00:27:48,06:00:00,1.25,00:07:25,2.5,00:13:54,3.75,00:20:02,5,00:27:48
264,9000000264,21,Team Sprint,264,Padma Sundaram,5K,M,00:22:18,06:00:00,1.25,00:06:04,2.5,00:10:32,3.75,00:16:34,5,00:22:18
265,9000000265,14,Team Endurance,265,Thenmozhi Rajan,Half Marathon,F,01:34:17,06:00:00,5,00:22:09,10,00:45:57,15,01:05:47,21.1,01:34:17
266,9000000266,185,Team Stride,266,Ashok Subramanian,10K,F,01:07:33,06:00:00,2.5,00:15:08,5,00:32:43,7.5,00:51:17,10,01:07:33
267,9000000267,25,Team Sprint,267,Ramesh Reddy,5K,F,00:22:25,06:00:00,1.25,00:05:04,2.5,00:11:19,3.75,00:17:09,5,00:22:25
268,9000000268,191,Team Endurance,268,Meena Nair,Half Marathon,F,02:40:11,06:00:00,5,00:36:05,10,01:14:54,15,01:51:38,21.1,02:40:11
269,9000000269,136,Team Stride,269,Meena Murugan,10K,F,01:01:14,06:00:00,2.5,00:15:49,5,00:31:49,7.5,00:46:36,10,01:01:14
270,9000000270,95,Team Sprint,270,Senthil Kumar,5K,M,00:29:30,06:00:00,1.25,00:08:13,2.5,00:14:42,3.75,00:21:33,5,00:29:30
271,9000000271,252,Team Stride,271,Prakash Pillai,10K,F,01:18:08,06:00:00,2.5,00:17:49,5,00:40:04,7.5,01:00:40,10,01:18:08
272,9000000272,75,Team Endurance,272,Divya Kumar,Half Marathon,M,01:59:15,06:00:00,5,00:26:24,10,00:54:51,15,01:25:48,21.1,01:59:15
273,9000000273,202,Team Sprint,273,Priya Raj,5K,M,00:38:24,06:00:00,1.25,00:10:29,2.5,00:18:46,3.75,00:28:21,5,00:38:24
274,9000000274,43,Team Sprint,274,Vijay Reddy,5K,F,00:24:30,06:00:00,1.25,00:05:58,2.5,00:12:42,3.75,00:18:20,5,00:24:30
275,9000000275,281,Team Endurance,275,Senthil Iyengar,Half Marathon,M,03:08:45,06:00:00,5,00:41:48,10,01:31:02,15,02:11:03,21.1,03:08:45
276,9000000276,214,Team Sprint,276,Malathi Pandian,5K,M,00:39:29,06:00:00,1.25,00:10:43,2.5,00:18:40,3.75,00:29:58,5,00:39:29
277,9000000277,215,Team Sprint,277,Revathi Natarajan,5K,F,00:39:40,06:00:00,1.25,00:09:22,2.5,00:20:32,3.75,00:29:35,5,00:39:40
278,9000000278,247,Team Stride,278,Karthik Kumar,10K,M,01:17:16,06:00:00,2.5,00:18:51,5,00:38:21,7.5,01:00:03,10,01:17:16
279,9000000279,139,Team Stride,279,Padma Sundaram,10K,F,01:01:35,06:00:00,2.5,00:14:48,5,00:29:38,7.5,00:46:53,10,01:01:35
280,9000000280,248,Team Stride,280,Manoj Iyer,10K,F,01:17:17,06:00:00,2.5,00:18:42,5,00:40:01,7.5,00:56:52,10,01:17:17
281,9000000281,317,Team Endurance,281,Kumar Subramanian,Half Marathon,M,03:20:15,06:00:00,5,00:44:43,10,01:34:21,15,02:20:28,21.1,03:20:15
282,9000000282,151,Team Endurance,282,Manoj Ramasamy,Half Marathon,F,02:25:34,06:00:00,5,00:37:49,10,01:06:49,15,01:41:07,21.1,02:25:34
283,9000000283,64,Team Endurance,283,Rekha Subramanian,Half Marathon,F,01:55:59,06:00:00,5,00:25:59,10,00:54:05,15,01:20:34,21.1,01:55:59
284,9000000284,33,Team Sprint,284,Dinesh Subramanian,5K,M,00:23:13,06:00:00,1.25,00:05:43,2.5,00:11:54,3.75,00:16:56,5,00:23:13
285,9000000285,53,Team Stride,285,Nithya Reddy,10K,M,00:51:37,06:00:00,2.5,00:12:43,5,00:25:38,7.5,00:39:24,10,00:51:37
286,9000000286,250,Team Endurance,286,Manoj Ramasamy,Half Marathon,F,02:59:58,06:00:00,5,00:46:09,10,01:26:31,15,02:06:17,21.1,02:59:58
287,9000000287,159,Team Endurance,287,Karthik Rajan,Half Marathon,F,02:28:51,06:00:00,5,00:36:33,10,01:12:52,15,01:41:38,21.1,02:28:51
288,9000000288,129,Team Endurance,288,Senthil Subramanian,Half Marathon,M,02:18:22,06:00:00,5,00:34:09,10,01:05:04,15,01:37:38,21.1,02:18:22
289,9000000289,155,Team Endurance,289,Thenmozhi Annamalai,Half Marathon,F,02:27:49,06:00:00,5,00:36:57,10,01:07:41,15,01:40:44,21.1,02:27:49
290,9000000290,152,Team Sprint,290,Rekha Arumugam,5K,F,00:34:01,06:00:00,1.25,00:09:12,2.5,00:17:22,3.75,00:25:23,5,00:34:01
291,9000000291,178,Team Sprint,291,Divya Iyengar,5K,F,00:35:56,06:00:00,1.25,00:08:10,2.5,00:17:23,3.75,00:27:15,5,00:35:56
292,9000000292,319,Team Sprint,292,Ashok Sharma,5K,F,00:49:29,06:00:00,1.25,00:11:57,2.5,00:26:04,3.75,00:35:43,5,00:49:29
293,9000000293,26,Team Stride,293,Prakash Arumugam,10K,M,00:48:41,06:00:00,2.5,00:11:09,5,00:24:11,7.5,00:36:08,10,00:48:41
294,9000000294,258,Team Endurance,294,Bala Sharma,Half Marathon,F,03:01:56,06:00:00,5,00:43:15,10,01:22:34,15,02:04:58,21.1,03:01:56
295,9000000295,337,Team Stride,295,Deepa Kumar,10K,F,01:29:36,06:00:00,2.5,00:21:41,5,00:43:48,7.5,01:06:00,10,01:29:36
296,9000000296,331,Team Stride,296,Suresh Rajan,10K,M,01:29:06,06:00:00,2.5,00:24:44,5,00:42:00,7.5,01:05:08,10,01:29:06
297,9000000297,32,Team Endurance,297,Malathi Pillai,Half Marathon,M,01:43:26,06:00:00,5,00:24:53,10,00:51:16,15,01:10:56,21.1,01:43:26
298,9000000298,31,Team Stride,298,Bala Rajan,10K,M,00:49:08,06:00:00,2.5,00:13:05,5,00:25:10,7.5,00:36:00,10,00:49:08
299,9000000299,210,Team Stride,299,Suganya Natarajan,10K,M,01:12:29,06:00:00,2.5,00:18:36,5,00:37:05,7.5,00:56:31,10,01:12:29
300,9000000300,266,Team Sprint,300,Indira Pandian,5K,M,00:44:51,06:00:00,1.25,00:10:24,2.5,00:21:26,3.75,00:32:29,5,00:44:51
301,9000000301,126,Team Sprint,301,Karthik Natarajan,5K,M,00:31:34,06:00:00,1.25,00:07:16,2.5,00:16:11,3.75,00:24:37,5,00:31:34
302,9000000302,313,Team Endurance,302,Divya Sharma,Half Marathon,F,03:19:18,06:00:00,5,00:50:18,10,01:39:19,15,02:25:21,21.1,03:19:18
303,9000000303,57,Team Stride,303,Kumar Sharma,10K,M,00:52:27,06:00:00,2.5,00:13:38,5,00:26:53,7.5,00:39:29,10,00:52:27
304,9000000304,79,Team Sprint,304,Arun Iyengar,5K,M,00:28:29,06:00:00,1.25,00:06:45,2.5,00:13:53,3.75,00:20:46,5,00:28:29
305,9000000305,57,Team Sprint,305,Ramesh Sundaram,5K,M,00:26:32,06:00:00,1.25,00:06:58,2.5,00:13:35,3.75,00:19:22,5,00:26:32
306,9000000306,63,Team Endurance,306,Suganya Kumar,Half Marathon,M,01:55:58,06:00:00,5,00:27:11,10,00:53:29,15,01:24:34,21.1,01:55:58
307,9000000307,272,Team Stride,307,Anitha Rajan,10K,M,01:21:36,06:00:00,2.5,00:21:49,5,00:39:30,7.5,01:01:10,10,01:21:36
308,9000000308,166,Team Endurance,308,Suresh Natarajan,Half Marathon,M,02:31:15,06:00:00,5,00:35:27,10,01:12:23,15,01:46:23,21.1,02:31:15
309,9000000309,50,Team Endurance,309,Senthil Subramanian,Half Marathon,F,01:49:08,06:00:00,5,00:28:18,10,00:49:49,15,01:19:02,21.1,01:49:08
310,9000000310,220,Team Stride,310,Siva Pandian,10K,M,01:13:48,06:00:00,2.5,00:16:31,5,00:36:26,7.5,00:56:18,10,01:13:48
311,9000000311,55,Team Sprint,311,Nithya Nair,5K,M,00:26:15,06:00:00,1.25,00:06:31,2.5,00:12:59,3.75,00:19:32,5,00:26:15
312,9000000312,162,Team Stride,312,Suresh Kumar,10K,M,01:04:00,06:00:00,2.5,00:16:17,5,00:30:33,7.5,00:47:17,10,01:04:00
313,9000000313,174,Team Sprint,313,Mythili Natarajan,5K,M,00:35:47,06:00:00,1.25,00:08:01,2.5,00:17:49,3.75,00:26:52,5,00:35:47
314,9000000314,95,Team Endurance,314,Rajan Pillai,Half Marathon,M,02:04:06,06:00:00,5,00:27:56,10,01:00:59,15,01:27:48,21.1,02:04:06
315,9000000315,41,Team Stride,315,Suganya Pandian,10K,M,00:50:08,06:00:00,2.5,00:12:47,5,00:25:52,7.5,00:36:29,10,00:50:08
316,9000000316,232,Team Stride,316,Geetha Arumugam,10K,M,01:15:15,06:00:00,2.5,00:18:49,5,00:39:17,7.5,00:57:56,10,01:15:15
317,9000000317,301,Team Sprint,317,Ganesh Nair,5K,F,00:47:34,06:00:00,1.25,00:11:56,2.5,00:23:13,3.75,00:34:42,5,00:47:34
318,9000000318,286,Team Stride,318,Suganya Iyengar,10K,M,01:22:34,06:00:00,2.5,00:22:47,5,00:39:55,7.5,01:04:08,10,01:22:34
319,9000000319,34,Team Sprint,319,Rajan Iyer,5K,M,00:23:20,06:00:00,1.25,00:05:51,2.5,00:11:21,3.75,00:16:54,5,00:23:20
320,9000000320,25,Team Stride,320,Priya Natarajan,10K,M,00:48:27,06:00:00,2.5,00:11:13,5,00:25:33,7.5,00:35:40,10,00:48:27
321,9000000321,336,Team Stride,321,Vignesh Arumugam,10K,M,01:29:31,06:00:00,2.5,00:23:03,5,00:45:22,7.5,01:04:57,10,01:29:31
322,9000000322,203,Team Sprint,322,Kowsalya Reddy,5K,F,00:38:27,06:00:00,1.25,00:09:56,2.5,00:19:26,3.75,00:29:01,5,00:38:27
323,9000000323,8,Team Stride,323,Saravanan Sharma,10K,M,00:46:00,06:00:00,2.5,00:10:35,5,00:23:20,7.5,00:35:36,10,00:46:00
324,9000000324,50,Team Stride,324,Mythili Iyer,10K,M,00:51:22,06:00:00,2.5,00:12:20,5,00:26:59,7.5,00:37:06,10,00:51:22
325,9000000325,291,Team Endurance,325,Harish Reddy,Half Marathon,M,03:12:53,06:00:00,5,00:49:05,10,01:27:34,15,02:20:18,21.1,03:12:53
326,9000000326,134,Team Stride,326,Kumar Arumugam,10K,F,01:01:08,06:00:00,2.5,00:16:16,5,00:29:42,7.5,00:44:47,10,01:01:08
327,9000000327,57,Team Endurance,327,Manoj Arumugam,Half Marathon,F,01:52:42,06:00:00,5,00:27:22,10,00:54:11,15,01:16:48,21.1,01:52:42
328,9000000328,150,Team Endurance,328,Vijay Selvan,Half Marathon,F,02:25:29,06:00:00,5,00:37:10,10,01:09:26,15,01:43:35,21.1,02:25:29
329,9000000329,186,Team Sprint,329,Sangeetha Devi,5K,M,00:36:34,06:00:00,1.25,00:08:42,2.5,00:17:43,3.75,00:28:05,5,00:36:34
330,9000000330,178,Team Endurance,330,Saranya Pillai,Half Marathon,M,02:35:43,06:00:00,5,00:36:47,10,01:13:36,15,01:51:14,21.1,02:35:43
331,9000000331,116,Team Stride,331,Suganya Pandian,10K,M,00:59:35,06:00:00,2.5,00:13:40,5,00:29:29,7.5,00:44:33,10,00:59:35
332,9000000332,209,Team Stride,332,Meena Sharma,10K,F,01:12:22,06:00:00,2.5,00:17:23,5,00:34:38,7.5,00:55:50,10,01:12:22
333,9000000333,18,Team Sprint,333,Kumar Rajan,5K,F,00:22:00,06:00:00,1.25,00:05:15,2.5,00:11:38,3.75,00:16:17,5,00:22:00
334,9000000334,92,Team Stride,334,Ramesh Iyer,10K,F,00:56:14,06:00:00,2.5,00:13:42,5,00:28:59,7.5,00:42:13,10,00:56:14
335,9000000335,200,Team Stride,335,Ramesh Pandian,10K,M,01:10:52,06:00:00,2.5,00:16:02,5,00:34:20,7.5,00:51:32,10,01:10:52
336,9000000336,2,Team Sprint,336,Malathi Devi,5K,M,00:20:04,06:00:00,1.25,00:04:57,2.5,00:09:36,3.75,00:14:30,5,00:20:04
337,9000000337,145,Team Sprint,337,Rekha Arumugam,5K,M,00:33:19,06:00:00,1.25,00:09:13,2.5,00:17:23,3.75,00:24:49,5,00:33:19
338,9000000338,102,Team Endurance,338,Indira Kumar,Half Marathon,M,02:06:12,06:00:00,5,00:32:37,10,01:02:29,15,01:30:56,21.1,02:06:12
339,9000000339,305,Team Endurance,339,Deepa Reddy,Half Marathon,F,03:17:03,06:00:00,5,00:50:42,10,01:35:46,15,02:15:51,21.1,03:17:03
340,9000000340,237,Team Stride,340,Divya Sundaram,10K,M,01:16:03,06:00:00,2.5,00:17:27,5,00:40:17,7.5,00:56:53,10,01:16:03
341,9000000341,164,Team Stride,341,Saranya Annamalai,10K,M,01:04:28,06:00:00,2.5,00:17:34,5,00:32:13,7.5,00:46:45,10,01:04:28
